numero_norma,version,sumilla,tipo,estado,sistema,fecha_publicacion,fecha_emision,enlace
Circular AFOCAT-008-2013,v2.0,Requerimiento de Caja Basica,Circular,Vigente,AFOCAT,26/08/2013,21/08/2013,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66ErfvO2F85MtwgyyDGaT+fB2D/7DCUSE6AdPISLNCGTfRV67BBc9JYPmmH1AYuT3eeUibm+/f/k3kGJjG4CXGHn1CcbX2C5+KGLbtMW6SoAdQGDGZdwYV02xankVWd3u3A==
Circular AFOCAT-007-2013,v1.0,Contrato de Fideicomiso suscrito con COFIDE,Circular,Vigente,AFOCAT,16/01/2013,14/01/2013,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervqTreJuJtz3soFL0jninGeprMOvhH5R1ZG0AjlpOtCRo3QvrKq64ZpOckA49wJFb8oW877Mo+UUcWKpdxrDrmcFT5SB3KbkQ3aWa3hVrcqkag==
Resolución SBS N° 11386-2011,v1.0,Aprueba la modificación de los Artículos 1° y 4° de la Resolución SBS N° 6597-2011,Resolución,Vigente,AFOCAT,12/11/2011,09/11/2011,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervp5tlPVpY+H1RsjbCNDaEp2WOWnZCzjHJqegGDD6TXSQghUpPkn2c+Jk/5x8w7ikCAjtY108R002656fo3sZCEaAnjMpgUEdTiwze6++M3x/g==
Resolución SBS N° 6597-2011,v1.0,Procedimiento Excepcional de Incorporación al Registro de AFOCAT que lleva la SBS.,Resolución,Vigente,AFOCAT,04/06/2011,03/06/2011,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66MSMvjzdNs4+Jcmhb3kTVO9hc4lkUg+bzrw4uVyNv6kvJgQqnBD1JWtwXllGJ2LbAP/sm6g/iV+BNl1YkudPOm0lwxHlfvgMMERa7XBUeYYtOBQyLOnpduQgcRHwioqGcw==
Circular AFOCAT-005-2011,v1.0,prorroga del Contrato de Fideicomiso suscrito con COFIDE,Circular,Vigente,AFOCAT,28/01/2011,26/01/2011,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66ErfvO2F85MtwgyyDGaT+fCgBVYT0HwCWATL5mt/rb3UYruX1DsLoCSDcOUGJVLwww6Yq4T0u8RhEiwG4xPngq43pVnNsg2RLCzKEqFODAS+WULJgyNYOfo7p4+DuyzUWg==
Circular AFOCAT-004-2010,v1.0,Teléfono de emergencias y oficinas de atención al usuario.,Circular,Vigente,AFOCAT,31/10/2010,28/10/2010,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66ErfvO2F85MtwgyyDGaT+fDt9U81fJbRLwjDa01bFUFRxWgwYJRg7vSwvRD/zfCwjNF/X2Jw5kXqBtU99/Z2ZWHFZS0mNrFL4aL2cJ5pwYzIe9PGCNevnFwRaU68buIAZA==
Circular AFOCAT-003-2010,v1.0,Prórroga del Contrato de Fideicomiso suscrito con COFIDE hasta el 30-09-2010,Circular,Vigente,AFOCAT,29/07/2010,27/07/2010,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66ErfvO2F85MtwgyyDGaT+fCqzbc0akcUBmeLrnwaEMJH8qGoqENZP3O1+rKJ9vd+epNIv3/cItNSdxsibyZXYgiLP2TqTSaah0iGUZnW7ku6f0BAtoSnm33bXX4d0CS87Q==
Circular G-150-2010,v1.0,"Modifica la Circular G-146-2009, con la finalidad de incorporar a las AFOCAT a la misma.",Circular,Vigente,"SF, SS, SPP, AFOCAT",01/05/2010,30/04/2010,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervpvycLJQr/keY3s3KXqg0aHjtm7ENOFYlKA4YKoTU7Td9U2I1DJRZK8k6i0nwRtxDkh0hA3qfXdP/UquCpY3T5hIDKjtnPgjpZNhEmO/DQAHg==
Resolución SBS N° 3331-2010,v1.0,Prorroga plazos de presentación de EE FF señalados en Resolución SBS N° 16119-2009.,Resolución,Vigente,AFOCAT,29/04/2010,26/04/2010,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66AEoXqganhz45SnR9qdBiDJ3ywea7BIwWElFDHhk4uv/cfnGh53hWLDglf4LCyD90EzSGt1+8uda+5h19AlEJ2/ANDx91VSvu1HvP24y1+iJ9XLJCm15yMTrCTAn/+L56w==
Circular AFOCAT-002-2010,v1.0,Segunda Prórroga del Contrato de Fideicomiso suscrito con COFIDE. Hasta el 31-07-2010,Circular,Vigente,AFOCAT,22/01/2010,24/01/2010,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66ErfvO2F85MtwgyyDGaT+fCnK2g48rwfzdXJiV8rx4T+i77FbROzXPOGyXUC+JA4PorkVEUo948a3BmpHYoiCNmn6EeWRaZx5GZ97cN4RngYLOsG0DPLFsslCIeY1mCNTg==
Resolución SBS N° 16119-2009,v2.0,Establece las normas para la elaboración y presentación de los estados financieros de las AFOCAT.,Resolución,Vigente,AFOCAT,03/01/2010,30/12/2009,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervpg1puqMNhVKpDAP27/rxndjGTL+ijKW8RizeglxcO0I/Xg5sihNcSx+srxLIf+5PpPEjOnqLyWuCON9gcW8Q5fnX9ySM++2WFge+QupX1Rkw==
Circular AFOCAT-001-2009,v1.0,Contrato de Fideicomiso suscrito con COFIDE,Circular,Vigente,AFOCAT,24/07/2009,25/07/2009,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66ErfvO2F85MtwgyyDGaT+fDiBlD3HqPiW7/rT+YVtKLSbuh9vPidmNe6g15tFtYQqGNtwMfs+ZV+BZGk9GR4+93/UC9w6XywIDY6KpcjG1prLm2Pg46QcEb91WSYVVovHA==
Resolución SBS N° 0299-2009,v1.0,"Se aprueban procedimientos TUPA referidos a inscripción en el Registro de AFOCAT, aprobación de administración de excedentes e inscripción en el Registro de los convenios celebrados entre las AFOCAT",Resolución,Vigente,AFOCAT,24/01/2009,21/01/2009,https://www.sbs.gob.pe/app/pp/INT_CN/Paginas/Busqueda/Download.aspx?url=p8ehJETNq5hYZsadCTQlDA1Pw7aAvNcREl6DVQhESNiouiM3fzeprEeqSY0+Ubw+IMYa9V8Zay/mgvD1uvX66PIwO9B2GmahyzPxCppervrnh38xkRAkpFzk/dg/ansYR8S6OP4cjRb5lM5ame5aOOd+uy3+bnVYznDl+7RI2NOtGHwBc59YYK+VU8/aRZV0w/TJii44jZ8zl21mpfHb7w==
